;Company;Product;Type_Name;Inches;Screen_Resolution;Cpu;RAM;Memory;GPU;OS;Weight;Price
1117;Acer;Chromebook 15;Notebook;15.6;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;4GB;16GB SSD;Intel HD Graphics;Chrome OS;2.20kg;209.00 EUR
1118;HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;AMD FirePro W6150M;Windows 7;3.0kg;2 899.00 EUR
1119;Lenovo;Legion Y520-15IKBN;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.4kg;1 199.00 EUR
1120;Dell;Latitude E5270;Ultrabook;12.5;1366x768;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.5kg;1 413.10 EUR
1121;MSI;GE72 Apache;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.9kg;1 511.19 EUR
1122;Lenovo;Yoga 500-15ISK;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;867.00 EUR
1123;HP;15-bw011nv (A6-9220/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4GB;1TB HDD;AMD Radeon R4;Windows 10;2.1kg;398.00 EUR
1124;Asus;Rog GL552VW-CN470T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.59kg;1 339.00 EUR
1125;HP;EliteBook 1030;Notebook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y54 1.1GHz;8GB;256GB SSD;Intel HD Graphics 515;Windows 10;1.16kg;1 699.00 EUR
1126;Dell;Vostro 3559;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;AMD Radeon R5 M315;Windows 7;2.24kg;769.15 EUR
1127;Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;429.00 EUR
1128;HP;Spectre Pro;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.16kg;1 969.00 EUR
1129;Lenovo;Yoga Book;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Android;0.69kg;549.00 EUR
1130;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7560U 2.4GHz;8GB;256GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.23kg;1 379.00 EUR
1131;Lenovo;IdeaPad Y900-17ISK;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16GB;256GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6kg;2 749.99 EUR
1132;Razer;Blade Stealth;Ultrabook;12.5;Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.25kg;1 029.00 EUR
1133;Toshiba;Portege X30-D-10K;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;2 226.00 EUR
1134;Asus;Rog GL752VW-T4308T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;3.52kg;1 312.49 EUR
1135;Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Notebook;13.3;Full HD 1920x1080;Intel Atom X5-Z8350 1.44GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.35kg;196.00 EUR
1136;HP;Spectre Pro;Notebook;13.3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.16kg;1 690.00 EUR
1137;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.43kg;1 513.00 EUR
1138;Dell;Latitude E5570;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Linux;2.09kg;523.63 EUR
1139;Asus;VivoBook Max;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2kg;435.00 EUR
1140;Lenovo;ThinkPad Yoga;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;1 669.00 EUR
1141;Lenovo;Yoga Book;2 in 1 Convertible;10.1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69kg;479.00 EUR
1142;HP;EliteBook 820;Ultrabook;12.5;1366x768;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;1 895.00 EUR
1143;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4kg;989.00 EUR
1144;HP;Omen -;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.35kg;1 129.00 EUR
1145;HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;8GB;2TB HDD;Intel HD Graphics 620;Windows 10;2.04kg;629.00 EUR
1146;Lenovo;ThinkPad P40;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Nvidia Quadro M500M;Windows 7;1.8kg;2 050.38 EUR
1147;Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5kg;278.00 EUR
1148;HP;250 G6;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.84kg;752.00 EUR
1149;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;616.00 EUR
1150;Lenovo;IdeaPad 500-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16GB;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2.5kg;1 099.00 EUR
1151;HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M3000M;Windows 7;3kg;3 949.40 EUR
1153;Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.5kg;784.00 EUR
1154;MSI;GT72S Dominator;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78kg;2 399.00 EUR
1155;HP;EliteBook 850;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;2 171.72 EUR
1156;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;2.8kg;2 440.00 EUR
1157;MSI;GP62M 7RDX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;1 142.80 EUR
1160;HP;Spectre Pro;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;1 629.00 EUR
1161;HP;ZBook 15;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59kg;2 229.00 EUR
1162;HP;Spectre Pro;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;1 799.00 EUR
1163;HP;ZBook Studio;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.0kg;1 899.00 EUR
1164;HP;EliteBook 820;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 6500U 2.50GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;2 296.95 EUR
1165;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.18kg;1 009.90 EUR
1166;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;1 579.00 EUR
1167;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.27kg;2 339.00 EUR
1168;Lenovo;V110-15ISK (i3-6006U/4GB/1TB/No;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;1.9kg;339.00 EUR
1169;HP;15-BA015wm (E2-7110/4GB/500GB/W10);Notebook;15.6;1366x768;AMD E-Series 7110 1.8GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;1.86kg;297.00 EUR
1170;Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;AMD Radeon R5 M330;No OS;2.32kg;599.00 EUR
1171;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows 10;2.62kg;1 199.00 EUR
1172;Dell;XPS 15;Notebook;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i5 6300HQ 2.3GHz;8GB;256GB SSD;Nvidia GeForce 960M;Windows 10;2.04kg;2 250.68 EUR
1173;HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A6-Series A6-9220 2.5GHz;4GB;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;478.89 EUR
1174;MSI;GP72M 7REX;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;1 492.80 EUR
1175;Lenovo;ThinkPad T460s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.4kg;2 299.00 EUR
1176;Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 10;2.5kg;788.49 EUR
1177;HP;Spectre Pro;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;2 041.00 EUR
1178;Lenovo;ThinkPad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.7kg;1 499.00 EUR
1179;MSI;GS40 Phantom;Gaming;14;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.7kg;1 769.00 EUR
1180;HP;Pavilion 15-cb003nv;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62kg;899.00 EUR
1181;Lenovo;IdeaPad 310-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.2kg;459.00 EUR
1182;HP;250 G4;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;476.99 EUR
1183;Dell;Inspiron 7567;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;1 498.00 EUR
1184;Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1 390.00 EUR
1185;Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 920MX ;Windows 10;2.2kg;468.00 EUR
1186;HP;Stream 14-AX000nv;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.44kg;249.00 EUR
1187;MSI;PL60 7RD;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;839.00 EUR
1188;HP;250 G5;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.96kg;679.00 EUR
1189;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2.1kg;1 159.00 EUR
1190;Asus;X553SA-XX021T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.00 EUR
1191;Lenovo;V110-15ISK (i5-6200U/4GB/500GB/No;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;398.00 EUR
1192;Lenovo;IdeaPad 510-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;No OS;2.2kg;709.00 EUR
1193;Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;14;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2kg;769.00 EUR
1194;Lenovo;B51-80 (i7-6500U/4GB/1008GB/FHD/W7);Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;4GB;1.0TB Hybrid;Intel HD Graphics 520;Windows 7;2.32kg;825.00 EUR
1195;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD;Nvidia GeForce GTX 960;Windows 10;3.31kg;1 305.00 EUR
1196;MSI;GS60 Ghost;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.91kg;2 153.37 EUR
1197;HP;ProBook 450;Notebook;15.6;1366x768;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07kg;650.00 EUR
1198;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.36kg;1 637.00 EUR
1199;Lenovo;IdeaPad 310-15IKB;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 920M;Windows 10;1.54kg;831.00 EUR
1200;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Linux;1.98kg;895.01 EUR
1201;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.1kg;333.00 EUR
1202;HP;Pavilion 15-BC000nv;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;6GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.18kg;799.00 EUR
1203;Asus;Rog GL552VW-DM201T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.591kg;909.00 EUR
1204;Dell;Inspiron 5578;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;2.09kg;1 179.00 EUR
1205;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.23kg;691.00 EUR
1206;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Linux;1.23kg;1 099.00 EUR
1207;Acer;Predator G9-793;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.2kg;2 599.00 EUR
1208;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;819.00 EUR
1209;Samsung;Chromebook Plus;2 in 1 Convertible;12.3;IPS Panel Touchscreen 2400x1600;Samsung Cortex A72&A53 2.0GHz;4GB;32GB Flash Storage;ARM Mali T860 MP4;Chrome OS;1.15kg;659.00 EUR
1210;HP;250 G6;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.86kg;485.00 EUR
1211;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8GB;256GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920kg;1 163.00 EUR
1212;Dell;Inspiron 7378;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1 199.00 EUR
1213;HP;Pavilion Power;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.21kg;1 327.00 EUR
1214;Lenovo;V110-15ISK (i3-6006U/4GB/1TB/Radeon;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;1.9kg;368.00 EUR
1215;Asus;Rog G752VY-GC229T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3kg;2 150.00 EUR
1216;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4GB;1TB HDD;Intel HD Graphics 500;Linux;2.1kg;272.00 EUR
1217;MSI;GS73VR 7RF;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;2 048.90 EUR
1218;Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;AMD Radeon R7 M440;Windows 10;2.3kg;499.00 EUR
1219;Lenovo;IdeaPad 310-15ISK;Notebook;15.6;1366x768;Intel Core i7 6500U 2.5GHz;8GB;500GB HDD;Nvidia GeForce 920MX;No OS;2.2kg;629.00 EUR
1220;Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2kg;1 285.00 EUR
1221;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.2kg;2 680.00 EUR
1222;Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1 169.00 EUR
1223;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M445;Windows 10;2.36kg;889.00 EUR
1224;HP;15-bs025nv (i5-7200U/8GB/256GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.91kg;579.00 EUR
1225;Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD E-Series 9000 2.2GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2.2kg;299.00 EUR
1226;Acer;Aspire E5-774G;Notebook;17.3;1600x900;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3kg;629.00 EUR
1227;Asus;Rog Strix;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.2kg;2 449.00 EUR
1228;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920kg;1 279.00 EUR
1229;Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1 749.00 EUR
1230;MSI;GS73VR Stealth;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;1 948.99 EUR
1231;Dell;Inspiron 7579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.191kg;999.00 EUR
1232;Asus;ROG Strix;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.9kg;1 949.00 EUR
1233;Acer;C740-C9QX (3205U/2GB/32GB/Chrome;Netbook;11.6;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2GB;32GB SSD;Intel HD Graphics;Chrome OS;1.3kg;174.00 EUR
1234;Acer;E5 774G;Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3kg;598.00 EUR
1235;Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;No OS;2.8kg;539.00 EUR
1236;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2.6kg;1 272.00 EUR
1237;Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.2kg;1 149.00 EUR
1238;Lenovo;Thinkpad T560;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.3kg;1 529.00 EUR
1239;MSI;GP62MVR 6RF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1 476.11 EUR
1240;HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A12-Series 9720P 2.7GHz;6GB;1TB HDD;AMD Radeon 530;Windows 10;2.1kg;529.00 EUR
1241;Dell;Latitude E7270;Ultrabook;12.5;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;1 713.37 EUR
1242;Dell;Inspiron 5578;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.08kg;509.00 EUR
1243;Asus;X540SA-RBPDN09 (N3710/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;1TB HDD;Intel HD Graphics 405;Windows 10;2.65kg;309.00 EUR
1244;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1 477.00 EUR
1245;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.18kg;521.86 EUR
1246;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;1 029.00 EUR
